red,green,blue,black,yellow,no match,skin_type,initial_price,curr_price,days_since_release
1,12242,64,112846,4447,0,Salvaged Sword,1.86,2.09,764
515,9956,45,115909,3175,0,Assault Rifle,3.99,1.8,581
6700,9750,47,107313,5790,0,Coffee Can Helmet,0.99,0.92,588
1672,15287,53,111510,1078,0,Road Sign Kilt,0.99,1.79,589
2891,15313,44,107900,3452,0,Road Sign Jacket,0.99,0.98,588
9,11770,48,109064,8709,0,Boots,2.49,1.02,1751
1094,11891,30,115108,1477,0,Metal Facemask,41.34,2.72,1149
2302,23052,26,80628,23592,0,Sheet Metal Door,5.59,6.89,1149
2572,6521,49,118008,2450,0,Hammer,4.99,12.25,1245
38,11463,42,116661,1396,0,Assault Rifle,1.99,2.28,729
6442,18055,32,100813,4258,0,Furnace,1.49,2.07,743
4,19482,48,104230,5836,0,Coffee Can Helmet,0.99,0.91,904
2,23169,57,104898,1474,0,Road Sign Kilt,0.84,3.36,904
12,23125,43,102486,3934,0,Road Sign Jacket,1.06,1.18,903
3019,19194,47,95210,12130,0,Large Wood Box,1.49,2.0,266
7,10289,26,118814,464,0,Sheet Metal Door,2.21,1.82,820
1766,36111,26,90670,1027,0,Sheet Metal Door,1.49,2.07,994
1173,9289,45,116490,2603,0,Assault Rifle,6.22,1.99,855
208,2307,66,126615,404,0,Hunting Bow,1.99,2.09,386
894,6315,90,121277,1024,0,Crossbow,1.99,1.54,412
85,10234,32,118169,1080,0,Hatchet,2.73,1.4,883
454,13705,48,110796,4597,0,Coffee Can Helmet,0.99,3.6,918
66,9279,52,119814,389,0,Hoodie,0.99,0.82,491
108,16916,55,111046,1475,0,Road Sign Kilt,3.58,4.84,301
70,10362,44,118804,320,0,Pants,0.99,0.81,918
152,6162,57,122667,562,0,Semi-Automatic Rifle,1.99,2.62,883
1179,17372,47,100165,10837,0,Large Wood Box,2.21,2.69,862
966,18438,39,107394,2763,0,Road Sign Jacket,0.99,1.88,918
538,13156,44,111768,4094,0,Salvaged Sword,2.31,1.21,882
4293,18074,38,105905,1290,0,Metal Facemask,1.24,1.0,1121
1860,15977,64,109985,1714,0,Furnace,1.49,1.99,603
63,9390,55,119238,854,0,Semi-Automatic Rifle,1.99,2.0,554
10,22225,1716,102442,3207,0,Waterpipe Shotgun,1.99,3.25,918
1724,7907,1978,116769,1222,0,Stone Hatchet,1.99,2.34,883
207,14330,811,112566,1686,0,Rocket Launcher,2.49,1.91,267
50,22260,50,99199,8041,0,Python Revolver,1.99,1.58,573
25,18736,292,75880,34667,0,Wood Storage Box,1.49,2.0,573
75,1850,65,127509,101,0,Hunting Bow,1.99,1.69,15
5475,18020,47,102947,3111,0,Hoodie,0.99,0.79,778
1318,11799,47,115730,706,0,Pants,0.99,0.9,778
7927,34896,32,75151,11594,0,Sleeping Bag,1.49,1.35,519
365,15303,44,112486,1402,0,Hatchet,1.99,1.4,693
338,8251,38,120350,623,0,Pickaxe,1.99,1.36,734
1259,31708,39,89146,7448,0,Wood Storage Box,2.96,16.2,1149
2,15370,47,113120,1061,0,T-Shirt,6.94,0.34,1574
4,16279,35,112967,315,0,Shirt,5.33,5.0,1254
0,9507,29,118388,1676,0,Hatchet,1.99,1.32,274
0,6766,44,121562,1228,0,Pickaxe,1.99,1.16,274
27781,4111,45,92331,5332,0,T-Shirt,4.04,0.95,1572
44,15019,29,112911,1597,0,Rock,1.99,3.0,622
6403,12826,65,98541,11765,0,Revolver,1.99,3.8,1019
0,33325,6542,86321,3412,0,Rock,4.99,33.05,1247
77,6098,32,117181,6212,0,Bolt Action Rifle,1.99,2.01,448
0,28480,29,91359,9732,0,Rock,1.99,1.64,995
1376,6858,45,111807,9514,0,Salvaged Sword,12.4,1.58,967
0,787,18,128785,10,0,Burlap Headwrap,0.99,6.2,1044
3053,9279,32,115174,2062,0,Hatchet,1.99,2.0,827
2223,4748,41,121851,737,0,Pickaxe,1.99,2.24,827
19,2219,26,127308,28,0,Sheet Metal Door,2.4,1.98,1156
13020,23781,2019,88211,2569,0,Sheet Metal Door,1.49,1.8,280
8344,32744,2575,84285,1652,0,Sheet Metal Double Door,1.49,6.34,168
12129,14381,5174,84141,13775,0,Large Wood Box,1.49,2.09,238
9767,29509,16358,67625,6341,0,Garage Door,1.49,3.1,294
2242,45500,80,75795,5983,0,Sleeping Bag,1.49,2.49,259
0,12681,32,112578,4309,0,Hatchet,1.99,1.42,904
5,34039,38,87720,7798,0,Longsleeve T-Shirt,7.76,0.92,1751
287,21088,43,106007,2175,0,Semi-Automatic Pistol,1.99,1.67,1016
1035,6556,51,104687,17271,0,Hammer,1.99,1.78,28
1,5386,38,120507,3668,0,Stone Hatchet,1.99,1.72,113
0,5736,29,122322,1513,0,Stone Pickaxe,1.99,2.08,113
0,9983,47,119371,199,0,Hoodie,2.49,6.9,1702
313,17099,36,108845,3307,0,Improvised Balaclava,5.99,0.62,1701
2,11328,45,117689,536,0,T-Shirt,7.93,1.36,1750
0,8126,25,121199,250,0,Bandana Mask,5.99,5.0,1744
6247,6701,41,96115,20496,0,Coffee Can Helmet,4.99,1.08,1303
4,8206,61,118982,2347,0,M39 Rifle,1.99,2.11,413
5,19416,50,99170,10959,0,Python Revolver,1.99,1.23,448
0,32384,48,96777,391,0,Boots,1.36,2.94,1002
338,29738,135,88980,10409,0,Leather Gloves,1.49,5.13,1002
0,11930,53,116719,898,0,Hoodie,0.99,3.66,1002
2,1558,48,127979,13,0,Pants,0.99,2.48,1002
459,16763,50,106663,5665,0,Python Revolver,2.99,4.5,722
0,2664,30,126878,28,0,Burlap Shirt,1.85,4.93,1170
59,31683,29,93736,4093,0,Sleeping Bag,1.49,4.81,960
854,39023,348,84157,5218,0,Sleeping Bag,1.49,4.47,554
31592,19720,19812,36725,21751,0,Red Roman Candle,5.67,5.43,127
983,22297,38,83697,22585,0,Wood Storage Box,2.18,5.38,1092
10,22610,41,95398,11541,0,F1 Grenade,1.67,20.57,1085
46,31890,45,81623,15996,0,T-Shirt,2.49,1.12,1751
13,29891,53,96461,3182,0,Bucket Helmet,4.99,0.87,1290
1,23412,50,97587,8550,0,Python Revolver,2.99,2.04,736
5,9944,42,117710,1899,0,Assault Rifle,4.99,2.68,722
345,5977,34,117378,5866,0,Bolt Action Rifle,4.41,4.4,1065
0,10103,55,118249,1193,0,Semi-Automatic Rifle,1.99,3.49,827
424,13606,47,109795,5728,0,Coffee Can Helmet,2.99,5.94,715
402,14056,57,112860,2225,0,Road Sign Kilt,2.99,15.99,715
680,15217,41,110831,2831,0,Road Sign Jacket,2.99,11.91,715
0,27901,28,99180,2491,0,Bandana Mask,3.71,0.11,1744
3,34286,43,92328,2940,0,Pants,5.98,0.16,1779
0,25140,17,100454,3989,0,Shorts,2.49,2.74,1295
72,11200,32,111223,7073,0,Hatchet,2.49,1.45,854
891,22140,32,90436,16101,0,Furnace,1.49,1.35,890
10,38643,39,77403,13505,0,Jacket,2.98,0.29,1786
4224,24183,4263,77832,19098,0,Sheet Metal Door,2.99,3.37,533
3532,8830,49,98787,18402,0,Hammer,1.99,1.81,519
3646,3409,124,119303,3118,0,Semi-Automatic Rifle,1.99,2.19,153
18,10989,3942,106795,7856,0,Coffee Can Helmet,0.99,0.95,315
11,11619,1725,115508,737,0,Road Sign Kilt,0.99,1.17,315
80,12395,4358,111597,1170,0,Road Sign Jacket,0.99,0.98,315
5829,18047,32,102434,3258,0,Furnace,2.34,1.61,785
0,12002,32,116199,1367,0,Hatchet,3.6,2.13,967
656,20869,44,102952,5079,0,Semi-Automatic Pistol,1.99,1.41,1036
18,7266,34,121232,1050,0,Stone Hatchet,2.04,1.8,1120
728,8805,42,117090,2935,0,Assault Rifle,1.99,1.27,1044
58,8095,31,119398,2018,0,Hatchet,1.5,1.32,931
65,8781,55,119303,1396,0,Semi-Automatic Rifle,1.09,3.11,932
73,6636,55,121422,1414,0,Semi-Automatic Rifle,1.99,3.22,812
14190,15553,22,80174,19661,0,Rug,3.54,29.19,1190
1703,19444,508,86531,21414,0,Metal Chest Plate,0.99,2.14,1051
1259,23097,811,96756,7677,0,Metal Facemask,0.99,1.49,1051
333,10930,117,74810,43410,0,Leather Gloves,3.34,5.72,1051
84,8539,47,119382,1548,0,Coffee Can Helmet,2.99,0.93,1267
78,7382,44,115367,6729,0,Salvaged Sword,1.99,2.09,819
1,13208,37,114992,1362,0,Hatchet,3.1,2.1,771
0,5496,38,123606,460,0,Pickaxe,2.62,3.93,771
3505,10877,33,114177,1008,0,Furnace,1.49,2.01,434
197,12149,32,114958,2264,0,Hatchet,2.84,1.72,952
2,11410,57,117081,1050,0,Road Sign Kilt,2.49,6.95,1252
23,22896,44,104509,2128,0,Road Sign Jacket,4.99,1.58,1253
2463,14394,54,109991,2698,0,MP5A4,9.19,19.21,1148
750,15999,39,110047,2765,0,Pump Shotgun,1.99,1.24,420
5437,13471,47,101067,9578,0,Large Wood Box,1.99,3.14,224
5377,41048,29,77790,5356,0,Sleeping Bag,3.45,2.08,946
4739,27850,33,89588,7390,0,Furnace,2.99,9.53,589
1070,13292,40,112787,2411,0,Hatchet,1.99,1.39,406
2995,30524,27,82943,13111,0,Sleeping Bag,1.49,1.68,50
4,33383,39,86300,9874,0,Metal Facemask,1.28,16.55,1247
1,47250,48,74134,8167,0,Boots,0.92,2.98,1030
338,30898,42,85631,12691,0,Leather Gloves,1.49,3.5,1030
0,25870,47,101355,2328,0,Hoodie,0.99,1.09,1030
2,25236,46,103040,1276,0,Pants,0.99,0.98,1030
30,38423,8225,79269,3653,0,Sleeping Bag,1.49,2.26,988
1,7475,53,120925,1146,0,Python Revolver,1.99,1.93,3
81,11738,42,115397,2342,0,Double Barrel Shotgun,3.5,4.91,855
674,17819,50,106360,4697,0,Python Revolver,2.29,1.54,855
56,5611,38,123409,486,0,Metal Facemask,9.97,1.94,1266
12,19386,26,108476,1700,0,Sheet Metal Door,6.09,5.75,771
118,5832,34,117200,6416,0,Bolt Action Rifle,1.99,3.11,974
5032,39092,105,68075,17296,0,Garage Door,1.49,2.02,372
1,2711,46,126736,106,0,Pants,4.99,0.94,1292
69,8629,112,115958,4832,0,Assault Rifle,1.99,1.21,231
752,21330,561,102821,4136,0,Revolver,1.99,3.81,995
2098,7062,1164,117953,1323,0,Semi-Automatic Pistol,1.99,2.22,974
530,3845,47,120582,4596,0,Salvaged Icepick,2.35,7.18,855
13357,12987,23,91781,11452,0,Improvised Balaclava,2.85,6.42,1681
530,8048,90,120248,684,0,Stone Pickaxe,1.99,2.44,819
75,12176,69,115682,1598,0,Stone Hatchet,1.99,1.83,925
140,11952,30,116368,1110,0,Stone Pickaxe,1.99,2.04,925
2960,8175,29,115933,2503,0,Hatchet,1.99,1.35,245
2185,4339,43,122279,754,0,Pickaxe,1.99,1.48,245
6085,39250,3064,67247,13954,0,Garage Door,1.49,1.59,280
3,21347,19,100280,7951,0,Garage Door,1.49,1.44,119
2,8452,50,114095,7001,0,Bone Knife,2.29,12.95,1093
5,6313,57,122031,1194,0,Semi-Automatic Rifle,1.84,2.03,1170
337,11193,25,117448,597,0,Sheet Metal Door,3.99,4.28,806
23,8682,30,117285,3580,0,Assault Rifle,1.99,1.43,267
5,3880,65,125007,643,0,Hunting Bow,1.99,2.37,231
3279,14326,6490,95347,10158,0,Large Wood Box,1.49,3.22,281
1984,25020,461,94993,7142,0,Bucket Helmet,0.99,1.44,1037
2428,13392,4237,101808,7735,0,Sheet Metal Door,1.49,3.03,336
1277,13018,609,111687,3009,0,Hatchet,1.99,1.78,1100
1568,15972,1583,97827,12650,0,Coffee Can Helmet,0.99,0.86,1100
2915,24334,1310,86999,14042,0,Metal Facemask,0.99,1.59,1100
2994,16916,788,96329,12573,0,Semi-Automatic Pistol,1.99,1.3,1058
6254,24466,7518,82382,8980,0,Bucket Helmet,2.89,2.3,1156
146,10263,1359,92633,25199,0,Large Wood Box,1.49,1.92,35
2,31739,29,93337,4493,0,Sleeping Bag,1.49,5.03,931
3,13697,42,114521,1337,0,Rocket Launcher,4.11,3.03,1100
51,18037,35,82280,29197,0,Shirt,9.88,3.72,1279
126,8383,33,118386,2672,0,Bolt Action Rifle,1.99,23.88,960
18,29264,29,96246,4043,0,Sleeping Bag,1.36,6.24,770
1573,30620,46,88422,8939,0,Leather Gloves,1.49,0.99,497
0,4466,32,123412,1690,0,Hatchet,1.99,3.97,981
44,18078,51,110314,1113,0,Hoodie,0.99,0.59,497
316,6716,54,120567,1947,0,LR-300,1.99,36.82,925
33,9405,44,119894,224,0,Pants,0.99,0.85,497
256,3005,55,124324,1960,0,Custom SMG,1.99,10.5,1002
786,9774,32,117483,1525,0,Hatchet,2.15,1.62,776
798,6808,56,119986,1952,0,Semi-Automatic Rifle,1.99,3.56,1009
28,24426,30,103762,1354,0,Rock,1.99,1.9,666
25034,21872,151,71609,10934,0,Satchel Charge,0.99,1.04,405
6045,7268,37,110264,5986,0,Pump Shotgun,1.99,1.3,469
2066,7688,83,115376,4387,0,Assault Rifle,1.99,1.84,581
4,17148,28,112136,284,0,Armored Door,1.49,3.82,974
1,22895,48,105244,1412,0,Boots,3.08,13.62,1261
651,13661,36,113894,1358,0,Metal Chest Plate,2.99,7.13,274
211,13414,41,112969,2965,0,Boots,0.99,4.16,182
713,12960,50,112569,3308,0,Metal Facemask,2.99,3.68,274
1287,4398,29,123308,578,0,Hatchet,1.99,1.5,336
193,3887,38,125371,111,0,Hoodie,0.99,1.48,231
544,6413,53,121400,1190,0,Road Sign Kilt,0.99,7.96,182
1391,23655,44,97003,7507,0,Leather Gloves,1.49,5.4,252
434,1875,46,126977,268,0,Pants,0.99,1.73,231
1547,3206,43,124631,173,0,Pickaxe,1.99,1.78,336
701,4983,57,123120,739,0,Semi-Automatic Rifle,2.49,5.67,309
1330,38242,48,86026,3954,0,Boots,0.99,1.85,1037
1316,33370,42,85012,9860,0,Leather Gloves,2.87,3.18,1037
442,14277,47,114137,697,0,Hoodie,0.99,0.97,1044
616,14822,47,113720,395,0,Pants,0.99,0.85,1044
16256,10892,1754,76923,23775,0,Rug,2.46,27.49,1180
0,26243,47,102429,881,0,Hoodie,1.49,0.84,1229
3,39086,56,84709,5746,0,Road Sign Kilt,0.99,3.57,988
2,33780,39,89715,6064,0,Road Sign Jacket,0.99,2.03,988
6,7906,83,120398,1207,0,Crossbow,1.85,5.22,1155
0,7585,55,121681,279,0,MP5A4,1.49,8.3,1198
181,11146,38,113031,5204,0,Pump Shotgun,5.35,4.29,1211
2,12449,76,115066,2007,0,Custom SMG,6.9,3.54,1214
3,40189,45,85042,4321,0,T-Shirt,9.73,0.26,1751
0,3529,41,124572,1458,0,Pickaxe,1.83,1.38,1191
652,25589,20073,79431,3855,0,Rug,1.76,10.69,1008
1,10615,36,115519,3429,0,Hatchet,1.99,1.33,546
40,5646,42,120965,2907,0,Pickaxe,1.99,1.39,546
1,57406,69,65652,6472,0,Rug Bear Skin,1.49,1.64,70
5,15701,44,112970,880,0,Semi-Automatic Pistol,21.03,0.93,1246
24,37112,67,91402,995,0,Snow Jacket,0.85,5.75,1230
1667,6337,2397,115064,4135,0,Assault Rifle,19.99,15.36,1575
3002,8710,848,113889,3151,0,Metal Facemask,14.99,87.73,1285
1118,4438,2745,120876,423,0,MP5A4,14.99,110.4,1287
958,21460,2426,97098,7658,0,Python Revolver,4.99,3.32,603
1433,14776,2127,104429,6835,0,Semi-Automatic Pistol,1.99,1.38,573
2050,8426,192,116889,2043,0,Custom SMG,4.99,5.5,610
232,8883,65,119268,1152,0,LR-300,1.99,2.47,623
1055,9856,77,115704,2908,0,Salvaged Sword,3.99,3.44,596
1671,36123,33,87604,4169,0,Metal Facemask,0.99,4.19,827
9,43435,307,81760,4089,0,Sheet Metal Door,1.49,1.69,722
6,11120,42,117824,608,0,Rocket Launcher,12.19,8.05,1273
31,7877,42,119657,1993,0,Assault Rifle,1.99,1.99,1023
241,9732,53,118904,670,0,M249,1.99,4.91,393
2625,6257,1518,116066,3134,0,Assault Rifle,1.99,1.99,981
7235,5671,38,109125,7531,0,Pump Shotgun,1.23,2.84,1211
1,18358,954,108509,1778,0,Shirt,10.01,1.91,1282
276,1477,65,125393,2389,0,Hunting Bow,1.99,2.48,218
8703,20924,28,97679,2266,0,Wooden Door,1.99,1.51,224
4,24585,54,103730,1227,0,Bucket Helmet,2.37,1.62,1154
1,16307,41,111179,2072,0,Road Sign Jacket,0.99,2.39,827
0,13325,32,115660,583,0,Waterpipe Shotgun,2.49,0.78,1546
74,2443,38,127017,28,0,Bone Helmet,29.9,17.5,1173
58,10293,45,116946,2258,0,Assault Rifle,1.99,1.89,995
2656,2323,22,124599,0,0,Improvised Balaclava,4.99,1.1,1701
89,13083,38,114460,1930,0,Pump Shotgun,2.49,0.7,1541
4620,28126,383,78424,18047,0,Sleeping Bag,1.49,2.64,336
1900,9552,47,114493,3608,0,Combat Knife,1.99,2.01,400
6341,24246,29,92906,6078,0,Sleeping Bag,5.99,2.28,1701
2288,6359,541,119134,1278,0,Crossbow,1.99,1.54,287
839,11834,52,112940,3935,0,Hatchet,1.99,1.38,378
1166,5698,360,121460,916,0,Pickaxe,1.99,2.76,379
6,8911,54,117395,3234,0,Semi-Automatic Rifle,2.58,3.46,764
580,10953,34,116093,1940,0,Stone Hatchet,2.38,2.9,967
290,5877,55,122622,756,0,Semi-Automatic Rifle,2.38,2.2,1121
17,6348,32,121752,1451,0,Hatchet,5.66,1.54,1002
0,6230,41,122693,636,0,Pickaxe,5.26,5.52,1002
10,2538,87,126707,258,0,Crossbow,1.99,1.75,560
2711,9590,33,114041,3225,0,Hatchet,1.99,1.28,139
1300,7728,36,116517,4019,0,Combat Knife,2.06,1.26,146
1224,4432,40,123125,779,0,Pickaxe,1.99,1.23,139
600,4913,45,114634,9408,0,Salvaged Sword,1.99,1.24,911
11955,3756,27,108617,5245,0,Baseball Cap,3.23,2.41,1155
11291,13874,27,102843,1565,0,Baseball Cap,1.69,0.96,1128
878,16962,32,107453,4275,0,Furnace,3.12,2.53,848
3528,11101,189,113999,783,0,Rocket Launcher,1.99,2.61,204
18120,9672,38,95660,6110,0,Hoodie,0.99,2.85,405
18490,7259,50,99598,4203,0,Pants,0.99,2.45,405
7,9265,15,119686,627,0,Improvised Balaclava,6.18,1.23,1217
85,10010,42,115457,4006,0,Assault Rifle,4.99,5.43,652
4614,21061,47,91637,12241,0,Large Wood Box,1.49,7.7,673
5033,22550,25,98727,3265,0,Sheet Metal Door,1.49,5.69,672
3445,25554,33,97360,3208,0,Furnace,3.99,11.33,623
4894,13258,44,93319,18085,0,Wood Storage Box,2.99,3.77,294
1248,37952,27,83451,6922,0,Sleeping Bag,3.99,5.83,246
458,5199,6818,108712,8413,0,LR-300,2.99,4.66,132
3512,26019,3366,82493,14210,0,Large Wood Box,1.49,3.14,160
206,18927,35,109156,1276,0,Hide Poncho,1.51,21.27,1247
105,15700,618,102200,10977,0,Miners Hat,4.99,6.74,1295
2,11788,35,114493,3282,0,Salvaged Sword,2.19,2.32,1099
1,8409,52,118873,2265,0,Assault Rifle,1.99,2.31,92
3,15631,42,105872,8052,0,Boots,0.99,3.98,189
0,10212,35,116586,2767,0,Metal Chest Plate,0.99,3.36,169
1,10228,36,115008,4327,0,Metal Facemask,0.99,3.56,169
271,19514,52,98415,11348,0,Leather Gloves,1.49,3.46,189
1,11685,54,111933,5927,0,Coffee Can Helmet,0.99,3.21,204
1,5052,38,123330,1179,0,Hoodie,0.99,5.79,378
1,16835,159,109240,3365,0,Road Sign Kilt,0.99,14.9,204
2,2487,46,126385,680,0,Pants,0.99,7.12,379
10,3946,59,124527,1058,0,Semi-Automatic Rifle,1.99,2.23,28
1,12869,46,113965,2719,0,Road Sign Jacket,0.99,4.41,204
226,12259,49,100313,16753,0,Hammer,1.99,1.75,1051
7010,16294,47,97404,8845,0,Large Wood Box,1.49,6.56,1044
4079,46815,19,71665,7022,0,Garage Door,1.49,6.41,820
71,12247,46,114508,2728,0,Salvaged Sword,1.99,2.01,805
1720,15304,50,104592,7934,0,Python Revolver,1.99,1.16,889
791,25157,38,97828,5786,0,Wood Storage Box,1.49,4.98,995
660,14834,32,111231,2843,0,Furnace,2.99,5.05,733
450,10062,301,117582,1205,0,Stone Hatchet,1.99,1.66,819
6,16672,42,105395,7485,0,Semi-Automatic Pistol,2.52,1.12,1022
286,8674,83,119422,1135,0,Crossbow,2.55,1.98,764
5,9147,32,119447,969,0,Hatchet,2.4,1.41,1028
0,15020,64,112609,1907,0,Revolver,2.76,2.46,903
1568,12294,35,112979,2724,0,Stone Hatchet,2.81,4.23,771
558,12406,30,115242,1364,0,Stone Pickaxe,3.5,2.72,771
441,16281,648,110377,1853,0,Furnace,1.49,3.09,547
3,29738,30,97835,1994,0,Hide Pants,1.8,6.41,785
0,26043,32,100596,2929,0,Hide Vest,1.35,2.59,785
2,13596,45,112134,3823,0,Hide Poncho,1.46,14.59,785
49,25623,28,103458,442,0,Wooden Door,1.49,1.83,946
966,1990,65,125935,644,0,Hunting Bow,3.55,2.15,119
2410,14284,74,109849,2983,0,Rocket Launcher,4.76,1.65,785
857,7961,983,115241,4558,0,Assault Rifle,1.99,2.03,462
678,22750,707,100621,4844,0,Metal Chest Plate,0.99,0.73,504
3,20815,40,105758,2984,0,Metal Facemask,0.99,3.91,573
535,14561,244,111592,2668,0,Pump Shotgun,1.99,2.58,413
161,17245,2449,108498,1247,0,Road Sign Kilt,0.99,8.23,566
2850,18961,44,106543,1202,0,Road Sign Jacket,0.99,1.1,566
449,8859,42,114806,5444,0,Assault Rifle,2.99,1.66,645
905,24463,47,97235,6950,0,Large Wood Box,2.99,4.81,730
356,9950,87,118591,616,0,Crossbow,1.99,2.95,623
7,8861,26,119813,893,0,Sheet Metal Door,3.99,12.79,735
297,49653,25,77265,2360,0,Sheet Metal Door,2.6,2.34,1093
0,6131,35,117600,5834,0,Bolt Action Rifle,2.49,3.06,1667
629,5488,47,121189,2247,0,Large Wood Box,1.49,2.29,175
1,18166,161,109951,1321,0,Waterpipe Shotgun,1.99,1.73,939
1,18791,30,91856,18922,0,Sleeping Bag,1.49,2.86,1072
2,25624,41,82300,21633,0,F1 Grenade,3.41,5.46,959
0,5047,47,124352,154,0,Hoodie,4.99,15.66,1289
520,7102,55,119988,1935,0,Bone Helmet,6.14,7.74,1239
3,29867,34,98824,872,0,Hide Pants,1.56,4.86,1240
25,13685,38,115351,501,0,Hide Poncho,12.23,12.81,1237
0,16817,62,108073,4648,0,Hide Boots,9.68,11.45,1237
522,10943,30,117369,736,0,Stone Pickaxe,5.33,2.69,1200
159,21071,35,97982,10353,0,Metal Chest Plate,0.99,0.87,42
642,13869,33,97083,17973,0,Metal Facemask,0.99,0.95,42
17,14813,39,114318,413,0,Hoodie,0.99,0.8,28
336,11135,53,112844,5232,0,LR-300,1.99,2.29,77
26,16630,46,111436,1462,0,Pants,0.99,0.83,28
258,14306,87,111093,3856,0,Pump Shotgun,9.99,3.88,1296
1657,36790,28,79426,11699,0,Armored Door,2.02,5.71,1156
0,36128,42,89681,3749,0,T-Shirt,0.55,0.13,1778
8,27999,39,97937,3617,0,Jacket,1.81,0.27,1786
724,13493,56,112139,3188,0,MP5A4,2.15,12.21,1121
2,3063,50,126429,56,0,Pants,2.98,0.07,1779
916,13649,316,113830,889,0,Fridge,5.09,9.25,1181
11696,14660,92,95670,7482,0,Furnace,2.52,2.03,869
2,11325,42,114742,3489,0,Assault Rifle,1.99,2.08,805
0,25189,47,102057,2307,0,Hoodie,0.99,3.91,813
8,32274,38,93470,3810,0,Jacket,0.99,25.9,805
5,27625,45,97804,4121,0,Pants,0.99,2.07,813
2791,12091,47,94851,19820,0,Large Wood Box,2.23,2.36,1156
6,9002,56,120113,423,0,Semi-Automatic Rifle,1.99,21.21,848
2167,18347,4639,99651,4796,0,Sheet Metal Door,3.99,20.12,799
622,20004,34,102856,6084,0,Vending Machine,12.0,18.98,1190
553,14182,45,110951,3869,0,Coffee Can Helmet,0.99,0.95,981
107,15336,56,112689,1412,0,Road Sign Kilt,0.99,2.84,981
224,18003,43,108642,2688,0,Road Sign Jacket,0.99,0.96,981
1,24624,757,91413,12805,0,Large Wood Box,3.74,3.97,1002
42,3702,31,125403,422,0,Improvised Balaclava,4.99,1.72,1576
11272,2423,59,105512,10334,0,MP5A4,1.99,4.79,469
2,2268,225,126858,247,0,Hunting Bow,1.99,2.88,238
3,4949,162,123251,1235,0,Crossbow,1.99,1.95,309
0,4139,237,123832,1392,0,Stone Hatchet,1.99,2.32,267
0,4917,398,123332,953,0,Stone Pickaxe,1.99,2.99,267
614,26001,65,99943,2977,0,Metal Chest Plate,0.99,0.72,441
637,20821,1812,99660,6670,0,Metal Facemask,0.99,0.7,441
4430,14691,111,102114,8254,0,Coffee Can Helmet,0.99,0.92,722
6562,16270,965,104651,1152,0,Road Sign Kilt,0.99,1.71,722
2360,19038,2740,102840,2622,0,Road Sign Jacket,0.99,1.2,722
2329,36083,29,88627,2532,0,Wooden Door,2.48,3.19,771
757,38817,316,80524,9186,0,Garage Door,1.49,1.78,274
1081,21034,47,95923,11515,0,Large Wood Box,2.49,1.88,576
460,15714,37,108582,4807,0,Longsleeve T-Shirt,2.49,1.06,1751
3129,16479,90,100514,9388,0,Python Revolver,1.99,1.23,42
0,10220,32,118032,1316,0,Hatchet,3.7,1.26,1252
3,4704,83,124000,810,0,Crossbow,2.99,4.39,729
4,24320,24,103836,1416,0,Fridge,4.98,17.82,1156
730,11164,32,115139,2535,0,Furnace,1.49,1.93,897
9,7516,30,118823,3222,0,Double Barrel Shotgun,1.99,2.97,897
1187,24735,39,98921,4718,0,Road Sign Kilt,0.99,5.12,672
838,22391,50,101026,5295,0,Road Sign Jacket,0.99,3.19,672
13,7470,29,121580,508,0,Wooden Door,2.99,17.59,694
91,18797,42,106188,4482,0,Coffee Can Helmet,0.99,2.67,672
17,6372,33,121764,1414,0,Hatchet,6.05,1.4,1246
5359,11307,32,110499,2403,0,Hatchet,1.49,1.25,1183
20,12895,32,112745,3908,0,Hatchet,1.99,1.32,805
13,7687,41,120007,1852,0,Pickaxe,3.12,1.43,805
1932,12343,31,113493,1801,0,Hatchet,1.99,1.46,491
5018,3015,34,120856,677,0,Stone Hatchet,1.49,5.28,1177
2,6626,47,122217,708,0,Salvaged Icepick,1.99,5.62,995
1,26861,41,96632,6065,0,F1 Grenade,5.21,2.69,1265
535,30026,45,78364,20630,0,T-Shirt,5.3,1.08,1750
3,922,44,128616,15,0,Longsword,1.49,8.67,1203
259,20978,48,105879,2436,0,Metal Chest Plate,0.99,3.12,603
257,21735,36,102610,4962,0,Metal Facemask,0.99,1.29,603
2203,38338,18,82791,6250,0,Garage Door,1.49,3.28,694
208,10419,42,115269,3662,0,Assault Rifle,1.99,4.18,967
39,29647,46,98286,1582,0,Metal Chest Plate,0.99,3.3,967
745,26380,33,97893,4549,0,Metal Facemask,0.99,1.25,967
501,1856,66,126786,391,0,Hunting Bow,1.99,2.34,329
904,5291,57,121394,1954,0,Semi-Automatic Rifle,1.99,3.66,820
9610,13019,53,105846,1072,0,Coffee Can Helmet,7.58,1.44,1149
796,34454,133,85319,8898,0,Sleeping Bag,1.49,4.41,204
231,28419,46,85577,15327,0,Metal Chest Plate,0.99,2.47,1009
178,36706,42,85020,7654,0,Metal Facemask,0.99,1.06,1009
1,13466,321,114379,1433,0,LR-300,2.63,6.48,840
1936,10519,860,113108,3177,0,Hatchet,1.99,1.43,203
43,5783,832,121971,971,0,Pickaxe,1.99,1.91,204
332,10678,142,116916,1532,0,Custom SMG,1.99,3.97,616
2823,16883,50,105668,4176,0,Python Revolver,1.99,1.26,883
12,13753,56,115452,327,0,MP5A4,1.99,4.18,595
2,14728,57,112820,1993,0,Thompson,1.49,6.46,1234
